U+4E00: yī  # 一
U+6ED1: huá,hua  # 滑
U+6ED4: tāo  # 滔
U+6EDA: gǔn  # 滚
U+6EE1: mǎn  # 满
U+6EE5: làn  # 滥
U+6EE8: bīn  # 滨
U+6EE9: tān  # 滩
U+6EF2: shèn  # 滲
U+6EF4: dī  # 滴
U+6EFE: gǔn  # 滾
U+6EFF: mǎn  # 滿
U+6F01: yú  # 漁
U+6F02: piào,piāo  # 漂
U+6F06: qī  # 漆
U+6F0F: lòu  # 漏
U+6F14: yǎn  # 演
U+6F20: mò  # 漠
U+6F22: hàn  # 漢
U+6F29: xuán  # 漩
U+6F2B: màn  # 漫
U+6F32: zhǎng,zhàng  # 漲
U+6F38: jiàn  # 漸
U+6F3E: yàng  # 漾
U+6F3F: jiāng  # 漿
U+6F51: po,pō  # 潑
U+6F54: jié  # 潔
U+6F5B: qián  # 潛
U+6F5C: qián  # 潜
U+6F64: rùn  # 潤
U+6F6D: tán  # 潭
U+6F6E: cháo  # 潮
U+6F70: kuì  # 潰
U+6F86: jiāo  # 澆
U+6F8E: pēng  # 澎
U+6FA1: zǎo  # 澡
U+6FB1: diàn  # 澱
U+6FC0: jī,ji  # 激
U+6FC1: zhuó  # 濁
U+6FC3: nóng  # 濃
U+6FD5: shī  # 濕
U+6FDF: jì  # 濟
U+6FE4: tāo  # 濤
U+6FEB: làn  # 濫
U+6FF1: bīn  # 濱
U+6FFA: jiàn  # 濺
U+7011: pù  # 瀑
U+701D: lì  # 瀝
U+704C: guàn  # 灌
U+7058: tān  # 灘
U+7063: wān  # 灣
U+706B: huǒ  # 火
U+706D: miè  # 灭
U+706F: dēng  # 灯
U+7070: huī  # 灰
U+7075: líng,ling  # 灵
U+7076: zào  # 灶
U+707D: zāi  # 災
U+707E: zāi  # 灾
U+707F: càn  # 灿
U+7089: lú  # 炉
U+708A: chuī  # 炊
U+708E: yán  # 炎
U+7092: chǎo  # 炒
U+7095: kàng  # 炕
U+70AD: tàn  # 炭
U+70AE: pào  # 炮
U+70AF: jiǒng  # 炯
U+70B8: zhà  # 炸
U+70B9: diǎn  # 点
U+70BA: wèi,wéi  # 為
U+70BC: liàn  # 炼
U+70C1: shuò  # 烁
U+70C2: làn  # 烂
U+70C8: liè  # 烈
U+70CF: wū  # 烏
U+70D8: hōng  # 烘
U+70DB: zhú  # 烛
U+70DF: yān  # 烟
U+70E4: kǎo  # 烤
U+70E6: fán,fan  # 烦
U+70E7: shāo  # 烧
U+70EB: tàng  # 烫
U+70ED: rè  # 热
U+710A: hàn  # 焊
U+7121: wú  # 無
U+7126: jiāo  # 焦
U+7130: yàn  # 焰
U+7136: rán,ran  # 然
U+7149: liàn  # 煉
U+714C: huáng  # 煌
U+714E: jiān  # 煎
U+7159: yān  # 煙
U+715E: shā  # 煞
U+7164: méi  # 煤
U+7167: zhào  # 照
U+7169: fán,fan  # 煩
U+716E: zhǔ  # 煮
U+7184: xī  # 熄
U+718A: xióng  # 熊
U+718F: xūn  # 熏
U+7194: róng  # 熔
U+719F: shú  # 熟
U+71AC: áo  # 熬
U+71B1: rè  # 熱
U+71C3: rán  # 燃
U+71C8: dēng  # 燈
U+71D2: shāo  # 燒
U+71D5: yàn  # 燕
U+71D9: tàng  # 燙
U+71DF: yíng  # 營
U+71E5: zào  # 燥
U+71E6: càn  # 燦
U+71ED: zhú  # 燭
U+7206: bào  # 爆
U+720D: shuò  # 爍
U+7210: lú  # 爐
U+721B: làn  # 爛
U+722A: zhǎo,zhuǎ  # 爪
U+722C: pá  # 爬
U+722D: zhēng  # 爭
U+7231: ài  # 爱
U+7236: fù  # 父
U+7237: ye,yé  # 爷
U+7238: bà,ba  # 爸
U+7239: diē  # 爹
U+723A: ye,yé  # 爺
U+723D: shuǎng  # 爽
U+723E: ěr  # 爾
U+7246: qiáng  # 牆
U+7247: piàn,piān  # 片
U+7248: bǎn  # 版
U+724C: pái  # 牌
U+7259: yá  # 牙
U+725B: niú  # 牛
U+7261: mǔ  # 牡
U+7262: láo  # 牢
U+7266: máo  # 牦
U+7267: mù  # 牧
U+7269: wù,wu  # 物
U+7272: shēng  # 牲
U+7275: qiān  # 牵
U+7279: tè  # 特
U+727A: xī  # 牺
U+727D: qiān  # 牽
U+7280: xī  # 犀
U+7281: lí  # 犁
U+729B: máo  # 犛
U+72A7: xī  # 犧
U+72AC: quǎn  # 犬
U+72AF: fàn  # 犯
U+72B6: zhuàng  # 状
U+72B9: yóu  # 犹
U+72C0: zhuàng  # 狀
U+72C2: kuáng  # 狂
U+72C8: bèi  # 狈
U+72D0: hú  # 狐
U+72D7: gǒu  # 狗
U+72E0: hěn  # 狠
U+72E1: jiǎo  # 狡
U+72EC: dú  # 独
U+72ED: xiá  # 狭
U+72EE: shī  # 狮
U+72F1: yù  # 狱
U+72F8: li  # 狸
U+72F9: xiá  # 狹
U+72FC: láng  # 狼
U+72FD: bèi  # 狽
U+730E: liè  # 猎
U+731B: měng  # 猛
U+731C: cāi  # 猜
U+7329: xīng,xing  # 猩
U+732A: zhū  # 猪
U+732B: māo  # 猫
U+732C: wei  # 猬
U+732E: xiàn  # 献
U+7334: hóu  # 猴
U+7336: yóu  # 猶
U+733E: huá  # 猾
U+733F: yuán  # 猿
U+7344: yù  # 獄
U+7345: shī  # 獅
U+734E: jiǎng  # 獎
U+7368: dú  # 獨
U+7372: huò  # 獲
U+7375: liè  # 獵
U+7378: shòu  # 獸
U+737B: xiàn  # 獻
U+7387: lǜ,shuài  # 率
U+7389: yù  # 玉
U+738B: wáng  # 王
U+73A9: wán  # 玩
U+73AF: huán  # 环
U+73B0: xiàn  # 现
U+73B2: líng  # 玲
U+73BB: bō  # 玻
U+73CA: shān  # 珊
U+73CD: zhēn  # 珍
U+73D1: lóng  # 珑
U+73E0: zhū  # 珠
U+73ED: bān  # 班
U+73FE: xiàn  # 現
U+7403: qiú  # 球
U+7406: lǐ,li  # 理
U+7410: suǒ  # 琐
U+7422: zuó  # 琢
U+7434: qín  # 琴
U+745A: hú  # 瑚
U+7463: suǒ  # 瑣
U+7469: yíng  # 瑩
U+7483: lí  # 璃
U+74B0: huán  # 環
U+74CF: lóng  # 瓏
U+74DC: guā  # 瓜
U+74E2: piáo  # 瓢
U+74E3: bàn  # 瓣
U+74E6: wǎ  # 瓦
U+74F6: píng  # 瓶
U+74F7: cí  # 瓷
U+7518: gān  # 甘
U+751A: shén,shèn  # 甚
U+751C: tián  # 甜
U+751F: shēng,sheng  # 生
U+7522: chǎn  # 產
U+7528: yòng,yong  # 用
U+7529: shuǎi  # 甩
U+752B: fu  # 甫
U+752D: béng  # 甭
U+7530: tián  # 田
U+7531: yóu  # 由
U+7532: jiǎ,jia  # 甲
U+7533: shēn  # 申
U+7535: diàn  # 电
U+7537: nán  # 男
U+7538: diān  # 甸
U+753B: huà  # 画
U+7545: chàng  # 畅
U+754C: jiè  # 界
U+754F: wèi  # 畏
U+7554: pàn  # 畔
U+7559: liú  # 留
U+755C: chù,xù  # 畜
U+755D: mǔ  # 畝
U+7562: bì  # 畢
U+7565: lüè  # 略
U+756A: fān  # 番
U+756B: huà  # 畫
U+7570: yì  # 異
U+7576: dāng,dàng,dang  # 當
U+7586: jiāng  # 疆
U+758A: dié  # 疊
U+758F: shū  # 疏
U+7591: yí  # 疑
U+7597: liáo  # 疗
U+7599: gē  # 疙
U+75AB: yì  # 疫
U+75AF: fēng  # 疯
U+75B2: pí  # 疲
U+75BC: téng  # 疼
U+75BE: jí  # 疾
U+75C5: bìng  # 病
U+75C7: zhèng  # 症
U+75D2: yǎng  # 痒
U+75D5: hén  # 痕
U+75DB: tòng  # 痛
U+75F0: tán  # 痰
U+75F9: bì  # 痹
U+75FA: bì  # 痺
U+760B: fēng  # 瘋
U+7626: shòu  # 瘦
U+7629: da  # 瘩
U+762A: biě  # 瘪
U+7642: liáo  # 療
U+764C: ái  # 癌
U+765F: biě  # 癟
U+767B: dēng  # 登
U+767C: fā,fa,fà  # 發
U+767D: bái,bai  # 白
U+767E: bǎi  # 百
U+7682: zào  # 皂
U+7684: de,dì,dí  # 的
U+7686: jiē  # 皆
U+7687: huáng  # 皇
U+76AE: pí  # 皮
U+76B1: zhòu  # 皱
U+76BA: zhòu  # 皺
U+76C6: pén  # 盆
U+76CA: yì  # 益
U+76CF: zhǎn  # 盏
U+76D0: yán  # 盐
U+76D1: jiān  # 监
U+76D2: hé  # 盒
U+76D4: kuī  # 盔
U+76D6: gài,gai  # 盖
U+76D7: dào  # 盗
U+76D8: pán,pan  # 盘
U+76DB: shèng,chéng  # 盛
U+76DC: dào  # 盜
U+76DE: zhǎn  # 盞
U+76DF: méng  # 盟
U+76E1: jǐn,jìn  # 盡
U+76E3: jiān  # 監
U+76E4: pán,pan  # 盤
U+76EE: mù  # 目
U+76EF: dīng  # 盯
U+76F2: máng  # 盲
U+76F4: zhí  # 直
U+76F8: xiāng,xiàng  # 相
U+76FC: pàn  # 盼
U+76FE: dùn  # 盾
U+7701: shěng  # 省
U+7709: méi  # 眉
U+770B: kàn,kān  # 看
U+771F: zhēn  # 真
U+7720: mián  # 眠
U+7728: zhǎ  # 眨
U+772F: mī  # 眯
U+7736: kuàng  # 眶
U+773A: tiào  # 眺
U+773C: yǎn  # 眼
U+773E: zhòng  # 眾
U+7740: zhe,zháo,zhuó,zhāo  # 着
U+7741: zhēng  # 睁
U+775B: jing,jīng  # 睛
U+775C: zhēng  # 睜
U+7761: shuì  # 睡
U+7763: dū  # 督
U+776B: jié  # 睫
U+7784: miáo  # 瞄
U+7785: chǒu  # 瞅
U+7787: mī  # 瞇
U+778C: kē  # 瞌
U+778E: xiā  # 瞎
U+7792: mán  # 瞒
U+779E: mán  # 瞞
U+77A5: piē  # 瞥
U+77A7: qiáo  # 瞧
U+77AA: dèng  # 瞪
U+77AD: liǎo,liào  # 瞭
U+77BB: zhān  # 瞻
U+77D7: chù  # 矗
U+77DB: máo  # 矛
U+77E5: zhī  # 知
U+77E9: ju  # 矩
U+77ED: duǎn  # 短
U+77EE: ǎi  # 矮
U+77F3: shí  # 石
U+77FF: kuàng  # 矿
U+7801: mǎ  # 码
U+7802: shā  # 砂
U+780C: qì  # 砌
U+780D: kǎn  # 砍
U+7814: yán  # 研
U+7816: zhuān  # 砖
U+7830: pēng  # 砰
U+7834: pò  # 破
U+7838: zá  # 砸
U+783E: lì  # 砾
U+7840: chǔ  # 础
U+7845: guī  # 硅
U+785D: xiāo  # 硝
U+786B: liú  # 硫
U+786C: yìng  # 硬
U+786E: què  # 确
U+788C: lù  # 碌
U+788D: ài  # 碍
U+788E: suì  # 碎
U+7891: bēi  # 碑
U+7897: wǎn  # 碗
U+789F: dié  # 碟
U+78A7: bì  # 碧
U+78B0: pèng  # 碰
U+78B1: jiǎn  # 碱
U+78B3: tàn  # 碳
U+78BA: què  # 確
U+78BC: mǎ  # 碼
U+78BE: niǎn  # 碾
U+78C1: cí  # 磁
U+78C5: bàng  # 磅
U+78CA: lěi  # 磊
U+78D5: kē  # 磕
U+78DA: zhuān  # 磚
U+78E8: mó,mo,mò  # 磨
U+78F7: lín  # 磷
U+78FA: huáng  # 磺
U+790E: chǔ  # 礎
U+7919: ài  # 礙
U+7926: kuàng  # 礦
U+792B: lì  # 礫
U+793A: shì  # 示
U+793C: lǐ  # 礼
U+793E: shè  # 社
U+7956: zǔ  # 祖
U+795D: zhù  # 祝
U+795E: shén,shen  # 神
U+7965: xiáng  # 祥
U+7968: piào  # 票
U+7978: huò  # 祸
U+7981: jìn,jīn  # 禁
U+798D: huò  # 禍
U+798F: fú  # 福
U+79AE: lǐ  # 禮
U+79BB: lí  # 离
U+79BF: tū  # 禿
U+79C0: xiù  # 秀
U+79C1: sī  # 私
U+79C3: tū  # 秃
U+79C6: gǎn  # 秆
U+79CB: qiū  # 秋
U+79CD: zhǒng,zhòng  # 种
U+79D1: kē  # 科
U+79D2: miǎo  # 秒
U+79D8: mì  # 秘
U+79DF: zū  # 租
U+79E4: chèng  # 秤
U+79E7: yāng  # 秧
U+79E9: zhì  # 秩
U+79EF: jī  # 积
U+79F0: chēng,chèn  # 称
U+79FB: yí  # 移
U+7A00: xī  # 稀
U+7A05: shuì  # 稅
U+7A08: gǎn  # 稈
U+7A0B: chéng  # 程
U+7A0D: shāo  # 稍
U+7A0E: shuì  # 税
U+7A1A: zhì  # 稚
U+7A20: chóu  # 稠
U+7A2E: zhǒng,zhòng  # 種
U+7A31: chēng,chèn  # 稱
U+7A33: wěn  # 稳
U+7A3B: dào  # 稻
U+7A3C: jia  # 稼
U+7A3F: gǎo  # 稿
U+7A46: mù  # 穆
U+7A4D: jī  # 積
U+7A4E: yǐng  # 穎
U+7A57: suì  # 穗
U+7A69: wěn  # 穩
U+7A76: jiū,jiu  # 究
U+7A77: qióng  # 穷
U+7A7A: kōng,kòng  # 空
U+7A7F: chuān  # 穿
U+7A81: tū  # 突
U+7A83: qiè  # 窃
U+7A84: zhǎi  # 窄
U+7A91: yáo  # 窑
U+7A96: jiào  # 窖
U+7A97: chuāng  # 窗
U+7A9C: cuàn  # 窜
U+7A9D: wō  # 窝
U+7A9F: kū  # 窟
U+7AA9: wō  # 窩
U+7AAE: qióng  # 窮
U+7AAF: yáo  # 窯
U+7ABF: long  # 窿
U+7AC4: cuàn  # 竄
U+7ACA: qiè  # 竊
U+7ACB: lì  # 立
U+7AD6: shù  # 竖
U+7AD9: zhàn  # 站
U+7ADE: jìng  # 竞
U+7ADF: jìng  # 竟
U+7AE0: zhāng  # 章
U+7AE5: tóng  # 童
U+7AED: jié  # 竭
U+7AEF: duān  # 端
U+7AF6: jìng  # 競
U+7AF9: zhú  # 竹
U+7AFD: yú  # 竽
U+7AFF: gān  # 竿
U+7B06: ba  # 笆
U+7B11: xiào  # 笑
U+7B14: bǐ  # 笔
U+7B1B: dí  # 笛
U+7B26: fú  # 符
U+7B28: bèn  # 笨
U+7B2C: dì  # 第
U+7B3C: lóng,long,lǒng  # 笼
U+7B46: bǐ  # 筆
U+7B49: děng  # 等
U+7B4B: jīn  # 筋
U+7B50: kuāng  # 筐
U+7B51: zhù  # 筑
U+7B52: tǒng  # 筒
U+7B54: dá,dā  # 答
U+7B56: cè  # 策
U+7B5B: shāi  # 筛
U+7B77: kuài  # 筷
U+7B7E: qiān  # 签
U+7B80: jiǎn  # 简
U+7B97: suàn,suan  # 算
U+7BA1: guǎn  # 管
U+7BA9: luó  # 箩
U+7BAB: xiāo  # 箫
U+7BAD: jiàn  # 箭
U+7BB1: xiāng  # 箱
U+7BC0: jié  # 節
U+7BC7: piān  # 篇
U+7BE9: shāi  # 篩
U+7BEE: lán  # 篮
U+7BF1: lí  # 篱
U+7BF7: peng  # 篷
U+7C07: cù  # 簇
U+7C21: jiǎn  # 簡
U+7C2B: xiāo  # 簫
U+7C38: bǒ  # 簸
U+7C3D: qiān  # 簽
U+7C43: lán  # 籃
U+7C4D: jí  # 籍
U+7C60: lóng,long,lǒng  # 籠
U+7C6C: lí  # 籬
U+7C6E: luó  # 籮
U+7C73: mǐ  # 米
U+7C7B: lèi  # 类
U+7C7D: zǐ  # 籽
U+7C89: fěn  # 粉
U+7C92: lì  # 粒
U+7C97: cū  # 粗
U+7C98: zhān  # 粘
U+7C9C: tiào  # 粜
U+7CA5: zhōu  # 粥
U+7CAA: fèn  # 粪
U+7CAE: liáng  # 粮
U+7CB9: cuì  # 粹
U+7CBE: jīng  # 精
U+7CCA: hu,hú  # 糊
U+7CD5: gāo  # 糕
U+7CD6: táng  # 糖
U+7CD9: cāo  # 糙
U+7CDE: fèn  # 糞
U+7CDF: zāo  # 糟
U+7CE7: liáng  # 糧
U+7CF6: tiào  # 糶
U+7CFB: xì,xi,jì  # 系
U+7CFE: jiū  # 糾
U+7D00: jì  # 紀
U+7D04: yuē  # 約
U+7D05: hóng  # 紅
U+7D0B: wén  # 紋
U+7D0D: nà  # 納
U+7D10: niǔ  # 紐
U+7D14: chún  # 純
U+7D17: shā  # 紗
U+7D19: zhǐ  # 紙
U+7D1A: jí  # 級
U+7D1B: fēn  # 紛
U+7D20: sù  # 素
U+7D21: fǎng  # 紡
U+7D22: suǒ,suo  # 索
U+7D27: jǐn  # 紧
U+7D2B: zǐ  # 紫
U+7D2F: lèi,lěi  # 累
U+7D30: xì  # 細
U+7D33: shēn  # 紳
U+7D39: shào  # 紹
U+7D42: zhōng  # 終
U+7D44: zǔ  # 組
U+7D50: jié,jiē  # 結
U+7D55: jué  # 絕
U+7D61: luò  # 絡
U+7D62: xuàn  # 絢
U+7D66: gěi,jǐ  # 給
U+7D68: róng  # 絨
U+7D71: tǒng  # 統
U+7D72: sī  # 絲
U+7D79: juàn  # 絹
U+7D81: bǎng  # 綁
U+7D93: jīng,jing  # 經
U+7D9C: zōng  # 綜
U+7DA0: lǜ  # 綠
U+7DA2: chóu  # 綢
U+7DAD: wéi  # 維
U+7DB1: gāng  # 綱
U+7DB2: wǎng  # 網
U+7DB4: zhui  # 綴
U+7DB8: lún  # 綸
U+7DBF: mián  # 綿
U+7DCA: jǐn  # 緊
U+7DD2: xù  # 緒
U+7DDA: xiàn  # 線
U+7DDE: duàn  # 緞
U+7DE0: dì  # 締
U+7DE3: yuán  # 緣
U+7DE8: biān  # 編
U+7DE9: huǎn  # 緩
U+7DEF: wěi  # 緯
U+7DF4: liàn  # 練
U+7E1B: fù  # 縛
U+7E23: xiàn  # 縣
U+7E2B: fèng,féng  # 縫
U+7E2E: suō  # 縮
U+7E31: zòng  # 縱
U+7E37: lǚ  # 縷
U+7E3D: zǒng  # 總
U+7E3E: jī  # 績
U+7E41: fán  # 繁
U+7E43: běng,bēng  # 繃
U+7E54: zhī  # 織
U+7E5E: rào,rǎo  # 繞
U+7E61: xiù  # 繡
U+7E69: shéng,sheng  # 繩
U+7E6A: huì  # 繪
U+7E6D: jiǎn  # 繭
U+7E73: jiǎo  # 繳
U+7E7C: jì  # 繼
U+7E8C: xù  # 續
U+7E8F: chán  # 纏
U+7E96: xiān  # 纖
U+7EA0: jiū  # 纠
U+7EA2: hóng  # 红
U+7EA4: xiān  # 纤
U+7EA6: yuē  # 约
U+7EA7: jí  # 级
U+7EAA: jì  # 纪
U+7EAC: wěi  # 纬
U+7EAF: chún  # 纯
U+7EB1: shā  # 纱
U+7EB2: gāng  # 纲
U+7EB3: nà  # 纳
U+7EB5: zòng  # 纵
U+7EB6: lún  # 纶
U+7EB7: fēn  # 纷
U+7EB8: zhǐ  # 纸
U+7EB9: wén  # 纹
U+7EBA: fǎng  # 纺
U+7EBD: niǔ  # 纽
U+7EBF: xiàn  # 线
U+7EC3: liàn  # 练
U+7EC4: zǔ  # 组
U+7EC5: shēn  # 绅
U+7EC6: xì  # 细
U+7EC7: zhī  # 织
U+7EC8: zhōng  # 终
U+7ECD: shào  # 绍
U+7ECF: jīng,jing  # 经
U+7ED1: bǎng  # 绑
U+7ED2: róng  # 绒
U+7ED3: jié,jiē  # 结
U+7ED5: rào,rǎo  # 绕
U+7ED8: huì  # 绘
U+7ED9: gěi,jǐ  # 给
U+7EDA: xuàn  # 绚
U+7EDC: luò  # 络
U+7EDD: jué  # 绝
U+7EDF: tǒng  # 统
U+7EE2: juàn  # 绢
U+7EE3: xiù  # 绣
U+7EE7: jì  # 继
U+7EE9: jī  # 绩
U+7EEA: xù  # 绪
U+7EED: xù  # 续
U+7EF3: shéng,sheng  # 绳
U+7EF4: wéi  # 维
U+7EF5: mián  # 绵
U+7EF7: běng,bēng  # 绷
U+7EF8: chóu  # 绸
U+7EFC: zōng  # 综
U+7EFF: lǜ  # 绿
U+7F00: zhui  # 缀
U+7F0E: duàn  # 缎
U+7F13: huǎn  # 缓
U+7F14: dì  # 缔
U+7F15: lǚ  # 缕
U+7F16: biān  # 编
U+7F18: yuán  # 缘
U+7F1A: fù  # 缚
U+7F1D: fèng,féng  # 缝
U+7F20: chán  # 缠
U+7F29: suō  # 缩
U+7F30: jiāng  # 缰
U+7F34: jiǎo  # 缴
U+7F38: gāng  # 缸
U+7F3A: quē  # 缺
U+7F50: guàn  # 罐
U+7F51: wǎng  # 网
U+7F5A: fá  # 罚
U+7F62: ba,bà  # 罢
U+7F69: zhào  # 罩
U+7F6A: zuì,zui  # 罪
U+7F6E: zhì,zhi  # 置
U+7F70: fá  # 罰
U+7F72: shǔ  # 署
U+7F75: mà  # 罵
U+7F77: ba,bà  # 罷
U+7F8A: yáng  # 羊
U+7F8E: měi  # 美
U+7F94: gāo  # 羔
U+7FA1: xiàn  # 羡
U+7FA4: qún  # 群
U+7FA8: xiàn  # 羨
U+7FA9: yì  # 義
U+7FBD: yǔ  # 羽
U+7FC1: wēng  # 翁
U+7FC5: chì  # 翅
U+7FD2: xí  # 習
U+7FD4: xiáng  # 翔
U+7FD8: qiào  # 翘
U+7FF9: qiào  # 翹
U+7FFB: fān  # 翻
U+7FFC: yì  # 翼
U+8000: yào  # 耀
U+8001: lǎo  # 老
U+8003: kǎo  # 考
U+8005: zhě  # 者
U+800C: ér  # 而
U+800D: shuǎ  # 耍
U+8010: nài  # 耐
U+8015: gēng  # 耕
U+8017: hào  # 耗
U+8033: ěr  # 耳
U+8037: dā  # 耷
U+8038: sǒng  # 耸
U+803B: chǐ  # 耻
U+803D: dān  # 耽
U+804A: liáo  # 聊
U+804C: zhí  # 职
U+8054: lián  # 联
U+8056: shèng  # 聖
U+805A: jù  # 聚
U+805E: wén  # 聞
U+806A: cōng  # 聪
U+806F: lián  # 聯
U+8070: cōng  # 聰
U+8072: shēng,sheng  # 聲
U+8073: sǒng  # 聳
U+8077: zhí  # 職
U+807D: tīng,ting  # 聽
U+8083: sù  # 肃
U+8085: sù  # 肅
U+8089: ròu  # 肉
U+808C: jī  # 肌
U+8096: xiào  # 肖
U+809A: dù  # 肚
U+809D: gān  # 肝
U+80A0: cháng  # 肠
U+80A1: gǔ,gu  # 股
U+80A2: zhī  # 肢
U+80A4: fū  # 肤
U+80A5: féi  # 肥
U+80A9: jiān  # 肩
U+80AA: fáng  # 肪
U+80AF: kěn  # 肯
U+80B2: yù  # 育
U+80BA: fèi  # 肺
U+80BF: zhǒng  # 肿
U+80C0: zhàng  # 胀
U+80C1: xié  # 胁
U+80C3: wèi  # 胃
U+80C6: dǎn  # 胆
U+80CC: bèi,bēi  # 背
U+80CE: tāi  # 胎
U+80D6: pàng  # 胖
U+80DC: shèng  # 胜
U+80DE: bāo  # 胞
U+80E1: hú  # 胡
U+80E7: lóng  # 胧
U+80F3: gē  # 胳
U+80F6: jiāo  # 胶
U+80F8: xiōng  # 胸
U+80FD: néng  # 能
U+8102: zhī  # 脂
U+8105: xié  # 脅
U+8106: cuì  # 脆
U+8108: mài  # 脈
U+8109: mài  # 脉
U+810A: jí  # 脊
U+810F: zàng,zāng  # 脏
U+8111: nǎo  # 脑
U+8116: bó  # 脖
U+811A: jiǎo  # 脚
U+812B: tuō  # 脫
U+812F: pú  # 脯
U+8131: tuō  # 脱
U+8138: liǎn  # 脸
U+8139: zhàng  # 脹
U+813E: pí  # 脾
U+8148: jīng  # 腈
U+8150: fǔ,fu  # 腐
U+8154: qiāng  # 腔
U+8165: xīng  # 腥
U+8166: nǎo  # 腦
U+816B: zhǒng  # 腫
U+816E: sāi  # 腮
U+8170: yāo  # 腰
U+8173: jiǎo  # 腳
U+8178: cháng  # 腸
U+8179: fù  # 腹
U+817E: téng,teng  # 腾
U+817F: tuǐ  # 腿
U+8180: bǎng  # 膀
U+818A: bo  # 膊
U+818F: gāo  # 膏
U+819A: fū  # 膚
U+819B: táng  # 膛
U+819C: mó  # 膜
U+819D: xī  # 膝
U+81A0: jiāo  # 膠
U+81A8: péng  # 膨
U+81BD: dǎn  # 膽
U+81C2: bì,bei  # 臂
U+81C9: liǎn  # 臉
U+81DF: zàng,zāng  # 臟
U+81E3: chén  # 臣
U+81E5: wò  # 臥
U+81E8: lín  # 臨
U+81EA: zì  # 自
U+81ED: chòu  # 臭
U+81F3: zhì  # 至
U+81F4: zhì  # 致
U+8200: yǎo  # 舀
U+8205: jiù,jiu  # 舅
U+8206: yú  # 舆
U+8207: yǔ,yù  # 與
U+8208: xìng,xīng  # 興
U+8209: jǔ,ju  # 舉
U+820A: jiù  # 舊
U+820B: xìn  # 舋
U+820C: shé  # 舌
U+820D: shě,shè  # 舍
U+8212: shū  # 舒
U+8214: tiǎn  # 舔
U+821E: wǔ  # 舞
U+821F: zhōu  # 舟
U+822A: háng  # 航
U+822C: bān  # 般
U+8230: jiàn  # 舰
U+8231: cāng  # 舱
U+8236: bó  # 舶
U+8239: chuán  # 船
U+8247: tǐng  # 艇
U+8258: sōu  # 艘
U+8259: cāng  # 艙
U+8266: jiàn  # 艦
U+826F: liáng  # 良
U+8270: jiān  # 艰
U+8271: jiān  # 艱
U+8272: sè  # 色
U+8273: yàn  # 艳
U+8277: yàn  # 艷
U+827A: yì  # 艺
U+8282: jié  # 节
U+8292: máng  # 芒
U+829D: zhī  # 芝
U+82A6: lú,lu  # 芦
U+82AF: xīn  # 芯
U+82B1: huā,hua  # 花
U+82BD: yá  # 芽
U+82C7: wěi  # 苇
U+82CD: cāng  # 苍
U+82CF: sū  # 苏
U+82D7: miáo  # 苗
U+82E5: ruò  # 若
U+82E6: kǔ  # 苦
U+82F1: yīng  # 英
U+82F9: píng  # 苹
U+8301: zhuó  # 茁
U+8302: mào  # 茂
U+8303: fàn  # 范
U+8304: jiā  # 茄
U+8305: máo  # 茅
U+830E: jīng  # 茎
U+8327: jiǎn  # 茧
U+832B: máng,māng  # 茫
U+8336: chá  # 茶
U+8338: rōng  # 茸
U+8349: cǎo  # 草
U+8350: jiàn  # 荐
U+8352: huāng  # 荒
U+8354: lì  # 荔
U+8361: dàng  # 荡
U+8363: róng  # 荣
U+836F: yào  # 药
U+8377: hé  # 荷
U+838A: zhuāng  # 莊
U+8396: jīng  # 莖
U+83AB: mò,mo  # 莫
U+83B7: huò  # 获
U+83B9: yíng  # 莹
U+83C7: gu  # 菇
U+83CA: jú  # 菊
U+83CC: jūn  # 菌
U+83DC: cài  # 菜
U+83E9: pú  # 菩
U+83EF: huá  # 華
U+8404: táo  # 萄
U+841D: luó  # 萝
U+8424: yíng  # 萤
U+8425: yíng  # 营
U+8428: sà  # 萨
U+842C: wàn  # 萬
U+843D: luò,là  # 落
U+8449: yè  # 葉
U+8457: zhe,zháo,zhù,zhuó,zhāo  # 著
U+8461: pú  # 葡
U+8466: wěi  # 葦
U+846B: hú  # 葫
U+846C: zàng  # 葬
U+8471: cōng  # 葱
U+8475: kuí  # 葵
U+8499: méng,mēng,měng  # 蒙
U+849C: suàn  # 蒜
U+84B8: zhēng  # 蒸
U+84BC: cāng  # 蒼
U+84C4: xù  # 蓄
U+84CB: gài,gai  # 蓋
U+84DD: lán  # 蓝
U+84EC: péng  # 蓬
U+8511: miè  # 蔑
U+8517: zhe  # 蔗
U+8525: cōng  # 蔥
U+852C: shū  # 蔬
U+853C: ǎi  # 蔼
U+853D: bì  # 蔽
U+8549: jiāo  # 蕉
U+8569: dàng  # 蕩
U+8574: yùn  # 蕴
U+8584: báo,bó  # 薄
U+85A9: sà  # 薩
U+85AA: xīn  # 薪
U+85AF: shǔ  # 薯
U+85CD: lán  # 藍
U+85CF: cáng  # 藏
U+85DD: yì  # 藝
U+85E4: téng  # 藤
U+85E5: yào  # 藥
U+85F9: ǎi  # 藹
U+8606: lú,lu  # 蘆
U+8607: sū  # 蘇
U+860A: yùn  # 蘊
U+860B: píng  # 蘋
U+8611: mó  # 蘑
U+8638: zhàn  # 蘸
U+863F: luó  # 蘿
U+864E: hǔ,hu  # 虎
U+864F: lǔ  # 虏
U+8651: lǜ  # 虑
U+8655: chù,chǔ,chu  # 處
U+865A: xū  # 虚
